# rodscan: ['L', 'H', 'K', 0, 'F', 'Ferr', 'BL', 'dL']
# Escan: ['E', 'H', 'K', 'L', 'F', 'Ferr', 'BL', 'dL']
-2.33100000 -0.00  2.00  0.00 0.34441348 0.00622100 6.27820000 2.00000000
-2.37100000 -0.00  2.00  0.00 0.18806431 0.00389919 6.27820000 2.00000000
-2.41100000 -0.00  2.00  0.00 0.12249021 0.00250940 6.27820000 2.00000000
-2.45100000 -0.00  2.00  0.00 0.08931171 0.00183758 6.27820000 2.00000000
-2.49100000 -0.00  2.00  0.00 0.06986377 0.00142924 6.27820000 2.00000000
-2.53100000 -0.00  2.00  0.00 0.05910068 0.00121463 6.27820000 2.00000000
-2.57100000 -0.00  2.00  0.00 0.04800513 0.00100820 6.27820000 2.00000000
-2.65100000 -0.00  2.00  0.00 0.03954312 0.00091072 6.27820000 2.00000000
-2.77100000 -0.00  2.00  0.00 0.04415316 0.00096058 6.27820000 2.00000000
-2.89100000 -0.00  2.00  0.00 0.05209562 0.00111646 6.27820000 2.00000000
-3.01100000 -0.00  2.00  0.00 0.06393933 0.00133399 6.27820000 2.00000000
-3.13100000 -0.00  2.00  0.00 0.07745248 0.00167343 6.27820000 2.00000000
-3.25100000 -0.00  2.00  0.00 0.09210528 0.00196065 6.27820000 2.00000000
-3.37100000 -0.00  2.00  0.00 0.11031994 0.00240132 6.27820000 2.00000000
-3.49100000 -0.00  2.00  0.00 0.13124186 0.00283086 6.27820000 2.00000000
-3.61100000 -0.00  2.00  0.00 0.16520606 0.00335973 6.27820000 2.00000000
-3.73100000 -0.00  2.00  0.00 0.21110966 0.00423545 6.27820000 2.00000000
-3.85100000 -0.00  2.00  0.00 0.27547649 0.00545395 6.27820000 2.00000000
-3.97100000 -0.00  2.00  0.00 0.39156574 0.00741912 6.27820000 2.00000000
-4.01100000 -0.00  2.00  0.00 0.45327061 0.00834384 6.27820000 2.00000000
-4.05100000 -0.00  2.00  0.00 0.53656089 0.00960984 6.27820000 2.00000000
